sn,np,coating,bacteria,mdr,strain,np_synthesis,method,mic_np_µg_ml,concentration,zoi_np_mm,np_size_min_nm,np_size_max_nm,np_size_avg_nm,shape,time_set_hours,zeta_potential_mV,solvent_for_extract,temperature_for_extract_C,duration_preparing_extract_min,precursor_of_np,concentration_of_precursor_mM,hydrodynamic_diameter_nm,ph_during_synthesis,reference,doi,article_list,journal_name,publisher,year,title,journal_is_oa,is_oa,oa_status,pdf,access
2104,Ag,0,Klebsiella pneumoniae,1,K-13,chemical_synthesis (East Nano Chemicals Co.),MBEC,4000,,,10,50,30,spherical,24,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/34425454/,10.1016/j.jtemb.2021.126840,21,Journal of Trace Elements in Medicine and Biology,Elsevier BV,2021,"Antibacterial and antibiofilm efficacy of Ag NPs, Ni NPs and Al2O3 NPs singly and in combination against multidrug-resistant Klebsiella pneumoniae isolates",FALSE,FALSE,closed,21_S0946672X21001309.pdf,0
2105,Ag,0,Klebsiella pneumoniae,1,K-33,chemical_synthesis (East Nano Chemicals Co.),MBEC,4000,,,10,50,30,spherical,24,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/34425454/,10.1016/j.jtemb.2021.126840,21,Journal of Trace Elements in Medicine and Biology,Elsevier BV,2021,"Antibacterial and antibiofilm efficacy of Ag NPs, Ni NPs and Al2O3 NPs singly and in combination against multidrug-resistant Klebsiella pneumoniae isolates",FALSE,FALSE,closed,21_S0946672X21001309.pdf,0
2106,Ag,0,Klebsiella pneumoniae,1,K-36,chemical_synthesis (East Nano Chemicals Co.),MBEC,4000,,,10,50,30,spherical,24,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/34425454/,10.1016/j.jtemb.2021.126840,21,Journal of Trace Elements in Medicine and Biology,Elsevier BV,2021,"Antibacterial and antibiofilm efficacy of Ag NPs, Ni NPs and Al2O3 NPs singly and in combination against multidrug-resistant Klebsiella pneumoniae isolates",FALSE,FALSE,closed,21_S0946672X21001309.pdf,0
2107,Ag,0,Klebsiella pneumoniae,0,ATCC 13883,chemical_synthesis purchased from US Research Nanomaterials (US7091),MIC,128,,,15,25,20,spherical,18,,,,,,,,,https://www.mdpi.com/2079-6382/11/9/1219,10.3390/antibiotics11091219,4,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Combinations with Antimicrobial Agents against Antimicrobial-Resistant Clinical Isolates,TRUE,TRUE,gold,4_antibiotics-11-01219-v2.pdf,1
2108,Ag,0,Pseudomonas aeruginosa,0,ATCC 27853,chemical_synthesis purchased from US Research Nanomaterials (US7091),MIC,16,,,15,25,20,spherical,18,,,,,,,,,https://www.mdpi.com/2079-6382/11/9/1219,10.3390/antibiotics11091219,4,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Combinations with Antimicrobial Agents against Antimicrobial-Resistant Clinical Isolates,TRUE,TRUE,gold,4_antibiotics-11-01219-v2.pdf,1
2109,Ag,0,Staphylococcus epidermidis,0,ATCC 12228,chemical_synthesis purchased from US Research Nanomaterials (US7091),MIC,256,,,15,25,20,spherical,18,,,,,,,,,https://www.mdpi.com/2079-6382/11/9/1219,10.3390/antibiotics11091219,4,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Combinations with Antimicrobial Agents against Antimicrobial-Resistant Clinical Isolates,TRUE,TRUE,gold,4_antibiotics-11-01219-v2.pdf,1
2110,Ag,0,Escherichia coli,0,ATCC 25922,chemical_synthesis purchased from US Research Nanomaterials (US7091),MIC,64,,,15,25,20,spherical,18,,,,,,,,,https://www.mdpi.com/2079-6382/11/9/1219,10.3390/antibiotics11091219,4,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Combinations with Antimicrobial Agents against Antimicrobial-Resistant Clinical Isolates,TRUE,TRUE,gold,4_antibiotics-11-01219-v2.pdf,1
2111,Ag,0,Staphylococcus aureus,0,ATCC 29213,chemical_synthesis purchased from US Research Nanomaterials (US7091),MIC,256,,,15,25,20,spherical,18,,,,,,,,,https://www.mdpi.com/2079-6382/11/9/1219,10.3390/antibiotics11091219,4,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Combinations with Antimicrobial Agents against Antimicrobial-Resistant Clinical Isolates,TRUE,TRUE,gold,4_antibiotics-11-01219-v2.pdf,1
2112,Ag,0,Escherichia coli,0,MTCC 443,chemical_synthesis using sodium borohydride and silver ions,MIC,40,,,2.26,10.34,3,spherical,24,,,,,AgNO3,,,,https://doi.org/10.1016/j.actbio.2007.11.006,10.1016/j.actbio.2007.11.006,1,Acta Biomaterialia,Elsevier BV,2008,Strain specificity in antimicrobial activity of silver and copper nanoparticles,FALSE,FALSE,closed,1_ruparelia2008.pdf,0
2113,Ag,0,Escherichia coli,0,MTCC 739,chemical_synthesis using sodium borohydride and silver ions,MIC,180,,,2.26,10.34,3,spherical,24,,,,,AgNO3,,,,https://doi.org/10.1016/j.actbio.2007.11.006,10.1016/j.actbio.2007.11.006,1,Acta Biomaterialia,Elsevier BV,2008,Strain specificity in antimicrobial activity of silver and copper nanoparticles,FALSE,FALSE,closed,1_ruparelia2008.pdf,0
2114,Ag,0,Escherichia coli,0,MTCC 1302,chemical_synthesis using sodium borohydride and silver ions,MIC,120,,,2.26,10.34,3,spherical,24,,,,,AgNO3,,,,https://doi.org/10.1016/j.actbio.2007.11.006,10.1016/j.actbio.2007.11.006,1,Acta Biomaterialia,Elsevier BV,2008,Strain specificity in antimicrobial activity of silver and copper nanoparticles,FALSE,FALSE,closed,1_ruparelia2008.pdf,0
2115,Ag,0,Escherichia coli,0,MTCC 1687,chemical_synthesis using sodium borohydride and silver ions,MIC,140,,,2.26,10.34,3,spherical,24,,,,,AgNO3,,,,https://doi.org/10.1016/j.actbio.2007.11.006,10.1016/j.actbio.2007.11.006,1,Acta Biomaterialia,Elsevier BV,2008,Strain specificity in antimicrobial activity of silver and copper nanoparticles,FALSE,FALSE,closed,1_ruparelia2008.pdf,0
2116,Ag,0,Escherichia coli,0,KY797673,green_synthesis using Ulva fasciata,ZOI,,170,26,14.45,15.55,15,spherical,18,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,TRUE,TRUE,green,34_abo-shama2020.pdf,1
2117,Ag,0,Escherichia coli,0,KY797673,green_synthesis using Ulva fasciata,ZOI,,85,20,14.45,15.55,15,spherical,18,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,TRUE,TRUE,green,34_abo-shama2020.pdf,1
2118,Ag,0,Escherichia coli,0,KY797673,green_synthesis using Ulva fasciata,ZOI,,42.5,15,14.45,15.55,15,spherical,18,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,TRUE,TRUE,green,34_abo-shama2020.pdf,1
2119,Ag,0,Escherichia coli,0,KY797673,green_synthesis using Ulva fasciata,ZOI,,21.25,16,14.45,15.55,15,spherical,18,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,TRUE,TRUE,green,34_abo-shama2020.pdf,1
2120,Ag,0,Escherichia coli,0,KY797673,green_synthesis using Ulva fasciata,ZOI,,10.625,15,14.45,15.55,15,spherical,18,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,TRUE,TRUE,green,34_abo-shama2020.pdf,1
2121,Ag,0,Escherichia coli,0,KY797673,green_synthesis using Ulva fasciata,ZOI,,0.31,14,14.45,15.55,15,spherical,18,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,TRUE,TRUE,green,34_abo-shama2020.pdf,1
2122,Ag,0,Escherichia coli,0,KY797673,green_synthesis using Ulva fasciata,ZOI,,2.65,13,14.45,15.55,15,spherical,18,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,TRUE,TRUE,green,34_abo-shama2020.pdf,1
2123,Ag,0,Escherichia coli,0,KY797673,green_synthesis using Ulva fasciata,ZOI,,1.33,11,14.45,15.55,15,spherical,18,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,TRUE,TRUE,green,34_abo-shama2020.pdf,1
2124,Ag,0,Escherichia coli,0,KY797673,green_synthesis using Ulva fasciata,ZOI,,0.66,0,14.45,15.55,15,spherical,18,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,TRUE,TRUE,green,34_abo-shama2020.pdf,1
2125,Ag,0,Staphylococcus aureus,0,MF359584,green_synthesis using Ulva fasciata,ZOI,,170,27,14.45,15.55,15,spherical,18,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,TRUE,TRUE,green,34_abo-shama2020.pdf,1
2126,Ag,0,Staphylococcus aureus,0,MF359584,green_synthesis using Ulva fasciata,ZOI,,85,22,14.45,15.55,15,spherical,18,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,TRUE,TRUE,green,34_abo-shama2020.pdf,1
2127,Ag,0,Staphylococcus aureus,0,MF359584,green_synthesis using Ulva fasciata,ZOI,,42.5,19,14.45,15.55,15,spherical,18,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,TRUE,TRUE,green,34_abo-shama2020.pdf,1
2128,Ag,0,Staphylococcus aureus,0,MF359584,green_synthesis using Ulva fasciata,ZOI,,21.25,15,14.45,15.55,15,spherical,18,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,TRUE,TRUE,green,34_abo-shama2020.pdf,1
2129,Ag,0,Staphylococcus aureus,0,MF359584,green_synthesis using Ulva fasciata,ZOI,,10.625,14,14.45,15.55,15,spherical,18,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,TRUE,TRUE,green,34_abo-shama2020.pdf,1
2130,Ag,0,Staphylococcus aureus,0,MF359584,green_synthesis using Ulva fasciata,ZOI,,0.31,13,14.45,15.55,15,spherical,18,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,TRUE,TRUE,green,34_abo-shama2020.pdf,1
2131,Ag,0,Staphylococcus aureus,0,MF359584,green_synthesis using Ulva fasciata,ZOI,,2.65,11,14.45,15.55,15,spherical,18,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,TRUE,TRUE,green,34_abo-shama2020.pdf,1
2132,Ag,0,Staphylococcus aureus,0,MF359584,green_synthesis using Ulva fasciata,ZOI,,1.33,0,14.45,15.55,15,spherical,18,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,TRUE,TRUE,green,34_abo-shama2020.pdf,1
2133,Ag,0,Staphylococcus aureus,0,MF359584,green_synthesis using Ulva fasciata,ZOI,,0.66,0,14.45,15.55,15,spherical,18,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,TRUE,TRUE,green,34_abo-shama2020.pdf,1
2134,Ag,0,Salmonella enterica,0,KY315943,green_synthesis using Ulva fasciata,ZOI,,170,20,14.45,15.55,15,spherical,18,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,TRUE,TRUE,green,34_abo-shama2020.pdf,1
2135,Ag,0,Salmonella enterica,0,KY315943,green_synthesis using Ulva fasciata,ZOI,,85,18,14.45,15.55,15,spherical,18,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,TRUE,TRUE,green,34_abo-shama2020.pdf,1
2136,Ag,0,Salmonella enterica,0,KY315943,green_synthesis using Ulva fasciata,ZOI,,42.5,16,14.45,15.55,15,spherical,18,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,TRUE,TRUE,green,34_abo-shama2020.pdf,1
2137,Ag,0,Salmonella enterica,0,KY315943,green_synthesis using Ulva fasciata,ZOI,,21.25,14,14.45,15.55,15,spherical,18,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,TRUE,TRUE,green,34_abo-shama2020.pdf,1
2138,Ag,0,Salmonella enterica,0,KY315943,green_synthesis using Ulva fasciata,ZOI,,10.625,12,14.45,15.55,15,spherical,18,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,TRUE,TRUE,green,34_abo-shama2020.pdf,1
2139,Ag,0,Salmonella enterica,0,KY315943,green_synthesis using Ulva fasciata,ZOI,,0.31,11,14.45,15.55,15,spherical,18,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,TRUE,TRUE,green,34_abo-shama2020.pdf,1
2140,Ag,0,Salmonella enterica,0,KY315943,green_synthesis using Ulva fasciata,ZOI,,2.65,0,14.45,15.55,15,spherical,18,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,TRUE,TRUE,green,34_abo-shama2020.pdf,1
2141,Ag,0,Salmonella enterica,0,KY315943,green_synthesis using Ulva fasciata,ZOI,,1.33,0,14.45,15.55,15,spherical,18,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,TRUE,TRUE,green,34_abo-shama2020.pdf,1
2142,Ag,0,Salmonella enterica,0,KY315943,green_synthesis using Ulva fasciata,ZOI,,0.66,0,14.45,15.55,15,spherical,18,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,TRUE,TRUE,green,34_abo-shama2020.pdf,1
2143,Ag,0,Candida albicans,0,KU852509,green_synthesis using Ulva fasciata,ZOI,,170,0,14.45,15.55,15,spherical,18,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,TRUE,TRUE,green,34_abo-shama2020.pdf,1
2144,Ag,0,Candida albicans,0,KU852509,green_synthesis using Ulva fasciata,ZOI,,85,0,14.45,15.55,15,spherical,18,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,TRUE,TRUE,green,34_abo-shama2020.pdf,1
2145,Ag,0,Candida albicans,0,KU852509,green_synthesis using Ulva fasciata,ZOI,,42.5,0,14.45,15.55,15,spherical,18,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,TRUE,TRUE,green,34_abo-shama2020.pdf,1
2146,Ag,0,Candida albicans,0,KU852509,green_synthesis using Ulva fasciata,ZOI,,21.25,0,14.45,15.55,15,spherical,18,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,TRUE,TRUE,green,34_abo-shama2020.pdf,1
2147,Ag,0,Candida albicans,0,KU852509,green_synthesis using Ulva fasciata,ZOI,,10.625,0,14.45,15.55,15,spherical,18,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,TRUE,TRUE,green,34_abo-shama2020.pdf,1
2148,Ag,0,Candida albicans,0,KU852509,green_synthesis using Ulva fasciata,ZOI,,0.31,0,14.45,15.55,15,spherical,18,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,TRUE,TRUE,green,34_abo-shama2020.pdf,1
2149,Ag,0,Candida albicans,0,KU852509,green_synthesis using Ulva fasciata,ZOI,,2.65,0,14.45,15.55,15,spherical,18,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,TRUE,TRUE,green,34_abo-shama2020.pdf,1
2150,Ag,0,Candida albicans,0,KU852509,green_synthesis using Ulva fasciata,ZOI,,1.33,0,14.45,15.55,15,spherical,18,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,TRUE,TRUE,green,34_abo-shama2020.pdf,1
2151,Ag,0,Candida albicans,0,KU852509,green_synthesis using Ulva fasciata,ZOI,,0.66,0,14.45,15.55,15,spherical,18,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,34,Dove Medical Press Ltd.,Infect Drug Resis,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,TRUE,TRUE,green,34_abo-shama2020.pdf,1
2152,Pt,0,Staphylococcus aureus,0,ATCC 29213,chemical_synthesis (sigma aldrich. 916056),ZOI,,225,12,4,4,4,spherical,18,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,TRUE,TRUE,gold,29_10.3390@polym13040659.pdf,1
2153,Pt,0,Staphylococcus aureus,0,ATCC 29213,chemical_synthesis (sigma aldrich. 916056),ZOI,,250,11,4,4,4,spherical,18,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,TRUE,TRUE,gold,29_10.3390@polym13040659.pdf,1
2154,Pt,0,Staphylococcus aureus,0,ATCC 29213,chemical_synthesis (sigma aldrich. 916056),ZOI,,100,0,4,4,4,spherical,18,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,TRUE,TRUE,gold,29_10.3390@polym13040659.pdf,1
2155,Ag,0,Staphylococcus aureus,0,ATCC 29213,chemical_synthesis (sigma aldrich. 730785),ZOI,,20,10,10,10,10,triangular,18,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,TRUE,TRUE,gold,29_10.3390@polym13040659.pdf,1
2156,Ag,0,Staphylococcus aureus,0,ATCC 29213,chemical_synthesis (sigma aldrich. 730785),ZOI,,20,10,40,40,40,triangular,18,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,TRUE,TRUE,gold,29_10.3390@polym13040659.pdf,1
2157,ZnO,0,Staphylococcus aureus,0,ATCC 29213,chemical_synthesis (sigma aldrich. 721077),ZOI,,210000,37,100,100,100,spherical,18,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,TRUE,TRUE,gold,29_10.3390@polym13040659.pdf,1
2158,ZnO,0,Staphylococcus aureus,0,ATCC 29213,chemical_synthesis (sigma aldrich. 721077),ZOI,,105000,15,100,100,100,spherical,18,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,TRUE,TRUE,gold,29_10.3390@polym13040659.pdf,1
2159,TiO2,0,Staphylococcus aureus,0,ATCC 29213,chemical_synthesis (sigma aldrich. 637262),ZOI,,330000,0,100,100,100,spherical,18,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,TRUE,TRUE,gold,29_10.3390@polym13040659.pdf,1
2160,Al2O3,0,Staphylococcus aureus,0,ATCC 29213,chemical_synthesis (sigma aldrich. 769290),ZOI,,200000,0,100,100,100,rod-shaped,18,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,TRUE,TRUE,gold,29_10.3390@polym13040659.pdf,1
2161,ZrO2,0,Staphylococcus aureus,0,ATCC 29213,chemical_synthesis (sigma aldrich. 544760),ZOI,,50000,0,100,100,100,tetragonal,18,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,TRUE,TRUE,gold,29_10.3390@polym13040659.pdf,1
