sn,material,shape,coat_functional_group,synthesis_method,surface_charge,size_in_medium_nm,zeta_in_medium_mv,no_of_cells_cells_well,human_animal,cell_source,cell_tissue,cell_morphology,cell_age,time_hr,concentration,test,test_indicator,viability_%,doi,article_list,core_nm,hydrodynamic_nm,potential_mv,cell_type,journal_name,publisher,year,title,journal_is_oa,is_oa,oa_status,pdf,access
3656,Ag,Sphere,,Commercial,Negative,65.45,-20.67,10000,H,Human,Cervix,Epithelial,Adult,48,20,MTT,TetrazoliumSalt,9.6308,10.1016/j.tiv.2011.12.004,112,,29.57,-33.33,HeLa,Toxicology in Vitro,Elsevier BV,2012,Comparative in vitro cytotoxicity study of silver nanoparticle on two mammalian cell lines,FALSE,FALSE,closed,112_mukherjee2012.pdf,0
3657,Ag,Sphere,,Commercial,Negative,65.45,-20.67,10000,H,Human,Cervix,Epithelial,Adult,48,40,MTT,TetrazoliumSalt,8.6677,10.1016/j.tiv.2011.12.004,112,,29.57,-33.33,HeLa,Toxicology in Vitro,Elsevier BV,2012,Comparative in vitro cytotoxicity study of silver nanoparticle on two mammalian cell lines,FALSE,FALSE,closed,112_mukherjee2012.pdf,0
3658,Ag,Sphere,,Commercial,Negative,65.45,-20.67,10000,H,Human,Cervix,Epithelial,Adult,48,60,MTT,TetrazoliumSalt,7.3836,10.1016/j.tiv.2011.12.004,112,,29.57,-33.33,HeLa,Toxicology in Vitro,Elsevier BV,2012,Comparative in vitro cytotoxicity study of silver nanoparticle on two mammalian cell lines,FALSE,FALSE,closed,112_mukherjee2012.pdf,0
3659,Ag,Sphere,,Commercial,Negative,65.45,-20.67,10000,H,Human,Cervix,Epithelial,Adult,48,80,MTT,TetrazoliumSalt,6.4205,10.1016/j.tiv.2011.12.004,112,,29.57,-33.33,HeLa,Toxicology in Vitro,Elsevier BV,2012,Comparative in vitro cytotoxicity study of silver nanoparticle on two mammalian cell lines,FALSE,FALSE,closed,112_mukherjee2012.pdf,0
3660,Ag,Sphere,,Commercial,Negative,65.45,-20.67,10000,H,Human,Cervix,Epithelial,Adult,48,100,MTT,TetrazoliumSalt,4.8154,10.1016/j.tiv.2011.12.004,112,,29.57,-33.33,HeLa,Toxicology in Vitro,Elsevier BV,2012,Comparative in vitro cytotoxicity study of silver nanoparticle on two mammalian cell lines,FALSE,FALSE,closed,112_mukherjee2012.pdf,0
3661,Ag,Sphere,,Commercial,Negative,65.45,-20.67,10000,H,Human,Cervix,Epithelial,Adult,48,150,MTT,TetrazoliumSalt,4.4944,10.1016/j.tiv.2011.12.004,112,,29.57,-33.33,HeLa,Toxicology in Vitro,Elsevier BV,2012,Comparative in vitro cytotoxicity study of silver nanoparticle on two mammalian cell lines,FALSE,FALSE,closed,112_mukherjee2012.pdf,0
3662,Ag,Sphere,,Commercial,Negative,65.45,-20.67,10000,H,Human,Cervix,Epithelial,Adult,48,200,MTT,TetrazoliumSalt,4.4944,10.1016/j.tiv.2011.12.004,112,,29.57,-33.33,HeLa,Toxicology in Vitro,Elsevier BV,2012,Comparative in vitro cytotoxicity study of silver nanoparticle on two mammalian cell lines,FALSE,FALSE,closed,112_mukherjee2012.pdf,0
3663,Ag,Sphere,,Commercial,Negative,65.45,-20.67,10000,H,Human,Cervix,Epithelial,Adult,48,250,MTT,TetrazoliumSalt,4.4944,10.1016/j.tiv.2011.12.004,112,,29.57,-33.33,HeLa,Toxicology in Vitro,Elsevier BV,2012,Comparative in vitro cytotoxicity study of silver nanoparticle on two mammalian cell lines,FALSE,FALSE,closed,112_mukherjee2012.pdf,0
3664,Ag,Sphere,,Commercial,Negative,65.45,-20.67,10000,H,Human,Cervix,Epithelial,Adult,72,20,MTT,TetrazoliumSalt,7.3836,10.1016/j.tiv.2011.12.004,112,,29.57,-33.33,HeLa,Toxicology in Vitro,Elsevier BV,2012,Comparative in vitro cytotoxicity study of silver nanoparticle on two mammalian cell lines,FALSE,FALSE,closed,112_mukherjee2012.pdf,0
3665,Ag,Sphere,,Commercial,Negative,65.45,-20.67,10000,H,Human,Cervix,Epithelial,Adult,72,40,MTT,TetrazoliumSalt,7.7047,10.1016/j.tiv.2011.12.004,112,,29.57,-33.33,HeLa,Toxicology in Vitro,Elsevier BV,2012,Comparative in vitro cytotoxicity study of silver nanoparticle on two mammalian cell lines,FALSE,FALSE,closed,112_mukherjee2012.pdf,0
3666,Ag,Sphere,,Commercial,Negative,65.45,-20.67,10000,H,Human,Cervix,Epithelial,Adult,72,60,MTT,TetrazoliumSalt,5.7785,10.1016/j.tiv.2011.12.004,112,,29.57,-33.33,HeLa,Toxicology in Vitro,Elsevier BV,2012,Comparative in vitro cytotoxicity study of silver nanoparticle on two mammalian cell lines,FALSE,FALSE,closed,112_mukherjee2012.pdf,0
3667,Ag,Sphere,,Commercial,Negative,65.45,-20.67,10000,H,Human,Cervix,Epithelial,Adult,72,80,MTT,TetrazoliumSalt,4.8154,10.1016/j.tiv.2011.12.004,112,,29.57,-33.33,HeLa,Toxicology in Vitro,Elsevier BV,2012,Comparative in vitro cytotoxicity study of silver nanoparticle on two mammalian cell lines,FALSE,FALSE,closed,112_mukherjee2012.pdf,0
3668,Ag,Sphere,,Commercial,Negative,65.45,-20.67,10000,H,Human,Cervix,Epithelial,Adult,72,100,MTT,TetrazoliumSalt,2.8892,10.1016/j.tiv.2011.12.004,112,,29.57,-33.33,HeLa,Toxicology in Vitro,Elsevier BV,2012,Comparative in vitro cytotoxicity study of silver nanoparticle on two mammalian cell lines,FALSE,FALSE,closed,112_mukherjee2012.pdf,0
3669,Ag,Sphere,,Commercial,Negative,65.45,-20.67,10000,H,Human,Cervix,Epithelial,Adult,72,150,MTT,TetrazoliumSalt,2.5682,10.1016/j.tiv.2011.12.004,112,,29.57,-33.33,HeLa,Toxicology in Vitro,Elsevier BV,2012,Comparative in vitro cytotoxicity study of silver nanoparticle on two mammalian cell lines,FALSE,FALSE,closed,112_mukherjee2012.pdf,0
3670,Ag,Sphere,,Commercial,Negative,65.45,-20.67,10000,H,Human,Cervix,Epithelial,Adult,72,200,MTT,TetrazoliumSalt,3.5313,10.1016/j.tiv.2011.12.004,112,,29.57,-33.33,HeLa,Toxicology in Vitro,Elsevier BV,2012,Comparative in vitro cytotoxicity study of silver nanoparticle on two mammalian cell lines,FALSE,FALSE,closed,112_mukherjee2012.pdf,0
3671,Ag,Sphere,,Commercial,Negative,65.45,-20.67,10000,H,Human,Cervix,Epithelial,Adult,72,250,MTT,TetrazoliumSalt,3.8523,10.1016/j.tiv.2011.12.004,112,,29.57,-33.33,HeLa,Toxicology in Vitro,Elsevier BV,2012,Comparative in vitro cytotoxicity study of silver nanoparticle on two mammalian cell lines,FALSE,FALSE,closed,112_mukherjee2012.pdf,0
3672,Fe3O4,Sphere,,Pyrolysis,Negative,,,100000,H,Human,Cervix,Epithelial,Adult,24,0.5,MTT,TetrazoliumSalt,87.183,10.1016/j.toxrep.2014.11.002,113,,6,-36.5,HeLa,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3673,Fe3O4,Sphere,,Pyrolysis,Negative,,,100000,H,Human,Cervix,Epithelial,Adult,24,2,MTT,TetrazoliumSalt,86.44,10.1016/j.toxrep.2014.11.002,113,,6,-36.5,HeLa,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3674,Fe3O4,Sphere,,Pyrolysis,Negative,,,100000,H,Human,Cervix,Epithelial,Adult,24,4,MTT,TetrazoliumSalt,84.582,10.1016/j.toxrep.2014.11.002,113,,6,-36.5,HeLa,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3675,Fe3O4,Sphere,,Pyrolysis,Negative,,,100000,H,Human,Cervix,Epithelial,Adult,48,0.5,MTT,TetrazoliumSalt,77.523,10.1016/j.toxrep.2014.11.002,113,,6,-36.5,HeLa,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3676,Fe3O4,Sphere,,Pyrolysis,Negative,,,100000,H,Human,Cervix,Epithelial,Adult,48,2,MTT,TetrazoliumSalt,72.693,10.1016/j.toxrep.2014.11.002,113,,6,-36.5,HeLa,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3677,Fe3O4,Sphere,,Pyrolysis,Negative,,,100000,H,Human,Cervix,Epithelial,Adult,48,4,MTT,TetrazoliumSalt,65.263,10.1016/j.toxrep.2014.11.002,113,,6,-36.5,HeLa,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3678,Fe3O4,Sphere,,Pyrolysis,Negative,,,100000,H,Human,Cervix,Epithelial,Adult,72,0.5,MTT,TetrazoliumSalt,75.294,10.1016/j.toxrep.2014.11.002,113,,6,-36.5,HeLa,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3679,Fe3O4,Sphere,,Pyrolysis,Negative,,,100000,H,Human,Cervix,Epithelial,Adult,72,2,MTT,TetrazoliumSalt,50.217,10.1016/j.toxrep.2014.11.002,113,,6,-36.5,HeLa,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3680,Fe3O4,Sphere,,Pyrolysis,Negative,,,100000,H,Human,Cervix,Epithelial,Adult,72,4,MTT,TetrazoliumSalt,42.229,10.1016/j.toxrep.2014.11.002,113,,6,-36.5,HeLa,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3681,Fe3O4,Sphere,Chitosan,Pyrolysis,Positive,,,100000,H,Human,Cervix,Epithelial,Adult,24,0.5,MTT,TetrazoliumSalt,93.499,10.1016/j.toxrep.2014.11.002,113,,8,11,HeLa,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3682,Fe3O4,Sphere,Chitosan,Pyrolysis,Positive,,,100000,H,Human,Cervix,Epithelial,Adult,24,2,MTT,TetrazoliumSalt,87.74,10.1016/j.toxrep.2014.11.002,113,,8,11,HeLa,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3683,Fe3O4,Sphere,Chitosan,Pyrolysis,Positive,,,100000,H,Human,Cervix,Epithelial,Adult,24,4,MTT,TetrazoliumSalt,86.44,10.1016/j.toxrep.2014.11.002,113,,8,11,HeLa,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3684,Fe3O4,Sphere,Chitosan,Pyrolysis,Positive,,,100000,H,Human,Cervix,Epithelial,Adult,48,0.5,MTT,TetrazoliumSalt,92.941,10.1016/j.toxrep.2014.11.002,113,,8,11,HeLa,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3685,Fe3O4,Sphere,Chitosan,Pyrolysis,Positive,,,100000,H,Human,Cervix,Epithelial,Adult,48,2,MTT,TetrazoliumSalt,83.653,10.1016/j.toxrep.2014.11.002,113,,8,11,HeLa,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3686,Fe3O4,Sphere,Chitosan,Pyrolysis,Positive,,,100000,H,Human,Cervix,Epithelial,Adult,48,4,MTT,TetrazoliumSalt,78.824,10.1016/j.toxrep.2014.11.002,113,,8,11,HeLa,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3687,Fe3O4,Sphere,Chitosan,Pyrolysis,Positive,,,100000,H,Human,Cervix,Epithelial,Adult,72,0.5,MTT,TetrazoliumSalt,90.712,10.1016/j.toxrep.2014.11.002,113,,8,11,HeLa,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3688,Fe3O4,Sphere,Chitosan,Pyrolysis,Positive,,,100000,H,Human,Cervix,Epithelial,Adult,72,2,MTT,TetrazoliumSalt,80.31,10.1016/j.toxrep.2014.11.002,113,,8,11,HeLa,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3689,Fe3O4,Sphere,Chitosan,Pyrolysis,Positive,,,100000,H,Human,Cervix,Epithelial,Adult,72,4,MTT,TetrazoliumSalt,71.022,10.1016/j.toxrep.2014.11.002,113,,8,11,HeLa,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3690,Fe3O4,Sphere,,Pyrolysis,Negative,,,100000,H,Human,Lung,Epithelial,Adult,24,0.5,MTT,TetrazoliumSalt,97.447,10.1016/j.toxrep.2014.11.002,113,,6,-36.5,A549,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3691,Fe3O4,Sphere,,Pyrolysis,Negative,,,100000,H,Human,Lung,Epithelial,Adult,24,2,MTT,TetrazoliumSalt,94.681,10.1016/j.toxrep.2014.11.002,113,,6,-36.5,A549,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3692,Fe3O4,Sphere,,Pyrolysis,Negative,,,100000,H,Human,Lung,Epithelial,Adult,24,4,MTT,TetrazoliumSalt,91.277,10.1016/j.toxrep.2014.11.002,113,,6,-36.5,A549,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3693,Fe3O4,Sphere,,Pyrolysis,Negative,,,100000,H,Human,Lung,Epithelial,Adult,48,0.5,MTT,TetrazoliumSalt,92.766,10.1016/j.toxrep.2014.11.002,113,,6,-36.5,A549,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3694,Fe3O4,Sphere,,Pyrolysis,Negative,,,100000,H,Human,Lung,Epithelial,Adult,48,2,MTT,TetrazoliumSalt,80.426,10.1016/j.toxrep.2014.11.002,113,,6,-36.5,A549,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3695,Fe3O4,Sphere,,Pyrolysis,Negative,,,100000,H,Human,Lung,Epithelial,Adult,48,4,MTT,TetrazoliumSalt,63.404,10.1016/j.toxrep.2014.11.002,113,,6,-36.5,A549,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3696,Fe3O4,Sphere,,Pyrolysis,Negative,,,100000,H,Human,Lung,Epithelial,Adult,72,0.5,MTT,TetrazoliumSalt,85.745,10.1016/j.toxrep.2014.11.002,113,,6,-36.5,A549,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3697,Fe3O4,Sphere,,Pyrolysis,Negative,,,100000,H,Human,Lung,Epithelial,Adult,72,2,MTT,TetrazoliumSalt,71.915,10.1016/j.toxrep.2014.11.002,113,,6,-36.5,A549,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3698,Fe3O4,Sphere,,Pyrolysis,Negative,,,100000,H,Human,Lung,Epithelial,Adult,72,4,MTT,TetrazoliumSalt,45.319,10.1016/j.toxrep.2014.11.002,113,,6,-36.5,A549,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3699,Fe3O4,Sphere,Chitosan,Pyrolysis,Positive,,,100000,H,Human,Lung,Epithelial,Adult,24,0.5,MTT,TetrazoliumSalt,100,10.1016/j.toxrep.2014.11.002,113,,8,11,A549,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3700,Fe3O4,Sphere,Chitosan,Pyrolysis,Positive,,,100000,H,Human,Lung,Epithelial,Adult,24,2,MTT,TetrazoliumSalt,95.532,10.1016/j.toxrep.2014.11.002,113,,8,11,A549,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3701,Fe3O4,Sphere,Chitosan,Pyrolysis,Positive,,,100000,H,Human,Lung,Epithelial,Adult,24,4,MTT,TetrazoliumSalt,93.192,10.1016/j.toxrep.2014.11.002,113,,8,11,A549,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3702,Fe3O4,Sphere,Chitosan,Pyrolysis,Positive,,,100000,H,Human,Lung,Epithelial,Adult,48,0.5,MTT,TetrazoliumSalt,96.596,10.1016/j.toxrep.2014.11.002,113,,8,11,A549,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3703,Fe3O4,Sphere,Chitosan,Pyrolysis,Positive,,,100000,H,Human,Lung,Epithelial,Adult,48,2,MTT,TetrazoliumSalt,90.426,10.1016/j.toxrep.2014.11.002,113,,8,11,A549,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3704,Fe3O4,Sphere,Chitosan,Pyrolysis,Positive,,,100000,H,Human,Lung,Epithelial,Adult,48,4,MTT,TetrazoliumSalt,83.191,10.1016/j.toxrep.2014.11.002,113,,8,11,A549,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3705,Fe3O4,Sphere,Chitosan,Pyrolysis,Positive,,,100000,H,Human,Lung,Epithelial,Adult,72,0.5,MTT,TetrazoliumSalt,92.34,10.1016/j.toxrep.2014.11.002,113,,8,11,A549,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3706,Fe3O4,Sphere,Chitosan,Pyrolysis,Positive,,,100000,H,Human,Lung,Epithelial,Adult,72,2,MTT,TetrazoliumSalt,88.085,10.1016/j.toxrep.2014.11.002,113,,8,11,A549,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3707,Fe3O4,Sphere,Chitosan,Pyrolysis,Positive,,,100000,H,Human,Lung,Epithelial,Adult,72,4,MTT,TetrazoliumSalt,74.468,10.1016/j.toxrep.2014.11.002,113,,8,11,A549,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3708,Fe3O4,Sphere,,Pyrolysis,Negative,,,100000,H,Human,Kidney,Epithelial,Embryonic,24,0.5,MTT,TetrazoliumSalt,93.8,10.1016/j.toxrep.2014.11.002,113,,6,-36.5,HEK293,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3709,Fe3O4,Sphere,,Pyrolysis,Negative,,,100000,H,Human,Kidney,Epithelial,Embryonic,24,2,MTT,TetrazoliumSalt,88.875,10.1016/j.toxrep.2014.11.002,113,,6,-36.5,HEK293,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3710,Fe3O4,Sphere,,Pyrolysis,Negative,,,100000,H,Human,Kidney,Epithelial,Embryonic,24,4,MTT,TetrazoliumSalt,74.468,10.1016/j.toxrep.2014.11.002,113,,6,-36.5,HEK293,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3711,Fe3O4,Sphere,,Pyrolysis,Negative,,,100000,H,Human,Kidney,Epithelial,Embryonic,48,0.5,MTT,TetrazoliumSalt,87.052,10.1016/j.toxrep.2014.11.002,113,,6,-36.5,HEK293,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3712,Fe3O4,Sphere,,Pyrolysis,Negative,,,100000,H,Human,Kidney,Epithelial,Embryonic,48,2,MTT,TetrazoliumSalt,75.198,10.1016/j.toxrep.2014.11.002,113,,6,-36.5,HEK293,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3713,Fe3O4,Sphere,,Pyrolysis,Negative,,,100000,H,Human,Kidney,Epithelial,Embryonic,48,4,MTT,TetrazoliumSalt,67.173,10.1016/j.toxrep.2014.11.002,113,,6,-36.5,HEK293,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3714,Fe3O4,Sphere,Chitosan,Pyrolysis,Positive,,,100000,H,Human,Kidney,Epithelial,Embryonic,24,0.5,MTT,TetrazoliumSalt,98.9,10.1016/j.toxrep.2014.11.002,113,,8,11,HEK293,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3715,Fe3O4,Sphere,Chitosan,Pyrolysis,Positive,,,100000,H,Human,Kidney,Epithelial,Embryonic,24,2,MTT,TetrazoliumSalt,97.629,10.1016/j.toxrep.2014.11.002,113,,8,11,HEK293,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3716,Fe3O4,Sphere,Chitosan,Pyrolysis,Positive,,,100000,H,Human,Kidney,Epithelial,Embryonic,24,4,MTT,TetrazoliumSalt,95.988,10.1016/j.toxrep.2014.11.002,113,,8,11,HEK293,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3717,Fe3O4,Sphere,Chitosan,Pyrolysis,Positive,,,100000,H,Human,Kidney,Epithelial,Embryonic,48,0.5,MTT,TetrazoliumSalt,98.941,10.1016/j.toxrep.2014.11.002,113,,8,11,HEK293,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3718,Fe3O4,Sphere,Chitosan,Pyrolysis,Positive,,,100000,H,Human,Kidney,Epithelial,Embryonic,48,2,MTT,TetrazoliumSalt,97.629,10.1016/j.toxrep.2014.11.002,113,,8,11,HEK293,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3719,Fe3O4,Sphere,Chitosan,Pyrolysis,Positive,,,100000,H,Human,Kidney,Epithelial,Embryonic,48,4,MTT,TetrazoliumSalt,95.076,10.1016/j.toxrep.2014.11.002,113,,8,11,HEK293,Toxicology Reports,Elsevier BV,2015,In vitro toxicity assessment of chitosan oligosaccharide coated iron oxide nanoparticles,TRUE,TRUE,gold,113_shukla2015.pdf,1
3720,C,Nanotube,,Commercial,Negative,201.1,-26.03,40000,H,Human,Umbilical Vein,Endothelial,Embryonic,24,8,CCK-8,TetrazoliumSalt,93.005,10.1016/j.ecoenv.2018.06.025,114,,25,-28.4,HUVEC,Ecotoxicology and Environmental Safety,Elsevier BV,2018,"Cytotoxicity, cytokine release and ER stress-autophagy gene expression in endothelial cells and alveolar-endothelial co-culture exposed to pristine and carboxylated multi-walled carbon nanotubes",FALSE,FALSE,closed,114_chang2018.pdf,0
3721,C,Nanotube,,Commercial,Negative,201.1,-26.03,40000,H,Human,Umbilical Vein,Endothelial,Embryonic,24,32,CCK-8,TetrazoliumSalt,85.215,10.1016/j.ecoenv.2018.06.025,114,,25,-28.4,HUVEC,Ecotoxicology and Environmental Safety,Elsevier BV,2018,"Cytotoxicity, cytokine release and ER stress-autophagy gene expression in endothelial cells and alveolar-endothelial co-culture exposed to pristine and carboxylated multi-walled carbon nanotubes",FALSE,FALSE,closed,114_chang2018.pdf,0
3722,C,Nanotube,,Commercial,Negative,201.1,-26.03,40000,H,Human,Umbilical Vein,Endothelial,Embryonic,24,128,CCK-8,TetrazoliumSalt,59.936,10.1016/j.ecoenv.2018.06.025,114,,25,-28.4,HUVEC,Ecotoxicology and Environmental Safety,Elsevier BV,2018,"Cytotoxicity, cytokine release and ER stress-autophagy gene expression in endothelial cells and alveolar-endothelial co-culture exposed to pristine and carboxylated multi-walled carbon nanotubes",FALSE,FALSE,closed,114_chang2018.pdf,0
3723,C,Nanotube,COOH,Commercial,Negative,221.9,-5.5,40000,H,Human,Umbilical Vein,Endothelial,Embryonic,24,8,CCK-8,TetrazoliumSalt,81.24,10.1016/j.ecoenv.2018.06.025,114,,25,-5.63,HUVEC,Ecotoxicology and Environmental Safety,Elsevier BV,2018,"Cytotoxicity, cytokine release and ER stress-autophagy gene expression in endothelial cells and alveolar-endothelial co-culture exposed to pristine and carboxylated multi-walled carbon nanotubes",FALSE,FALSE,closed,114_chang2018.pdf,0
