pdf,smiles,doi,title,publisher,year,access,compound_id,target_type,target_relation,target_value,target_units,bacteria,bacteria_name_unified,bacteria_info,page_bacteria,origin_bacteria,section_bacteria,subsection_bacteria,page_target,origin_target,section_target,subsection_target,column_prop,line_prop,page_scaffold,origin_scaffold,section_scaffold,subsection_scaffold,page_residue,origin_residue,section_residue
jm800800c,CC(=S)NC[C@H]1CN(c2ccc(-c3ccc(C4(C#N)[C@@H]5CNC[C@@H]54)nc3)c(F)c2)C(=O)O1,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,62,MIC,'=',"0,06",μg/mL,vancomycin-resistant E. faecium A2280,Enterococcus faecium,Vancomycin resistant  A2280,4,table 3 (caption),,,4,table 3,,,,,3,scheme 8a,,,3,scheme 8a,
jm800800c,CC(=S)NC[C@H]1CN(c2ccc(-c3ccc(C4(C#N)[C@@H]5CNC[C@@H]54)nc3)c(F)c2)C(=O)O1,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,62,MIC,'=',2,μg/mL,H. influenzae IID983,Haemophilus influenzae,IID983,4,table 3 (caption),,,4,table 3,,,,,3,scheme 8a,,,3,scheme 8a,
jm800800c,COC(=S)NC[C@H]1CN(c2ccc(-c3ccc(C4(C#N)[C@@H]5CNC[C@@H]54)nc3)c(F)c2)C(=O)O1,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,63,MIC,'=',"0,03",μg/mL,methicillin-sensitive S. aureus Smith,Staphylococcus aureus,Methicillin sensitive  Smith,4,table 3 (caption),,,4,table 3,,,,,3,scheme 8a,,,3,scheme 8a,
jm800800c,COC(=S)NC[C@H]1CN(c2ccc(-c3ccc(C4(C#N)[C@@H]5CNC[C@@H]54)nc3)c(F)c2)C(=O)O1,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,63,MIC,'=',"0,03",μg/mL,methicillin-resistant S. aureus TK7,Staphylococcus aureus,methicillin-resistant  TK7,4,table 3 (caption),,,4,table 3,,,,,3,scheme 8a,,,3,scheme 8a,
jm800800c,COC(=S)NC[C@H]1CN(c2ccc(-c3ccc(C4(C#N)[C@@H]5CNC[C@@H]54)nc3)c(F)c2)C(=O)O1,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,63,MIC,'=',"0,03",μg/mL,penicillin-susceptible S. pneumoniae IID553,Staphylococcus aureus,Penicillin susceptible  IID553,4,table 3 (caption),,,4,table 3,,,,,3,scheme 8a,,,3,scheme 8a,
jm800800c,COC(=S)NC[C@H]1CN(c2ccc(-c3ccc(C4(C#N)[C@@H]5CNC[C@@H]54)nc3)c(F)c2)C(=O)O1,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,63,MIC,'=',"0,03",μg/mL,penicillin-resistant S. pneumoniae PR44,Streptococcus pneumoniae,Penicillin resistant  PR44,4,table 3 (caption),,,4,table 3,,,,,3,scheme 8a,,,3,scheme 8a,
jm800800c,COC(=S)NC[C@H]1CN(c2ccc(-c3ccc(C4(C#N)[C@@H]5CNC[C@@H]54)nc3)c(F)c2)C(=O)O1,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,63,MIC,'=',"0,06",μg/mL,vancomycin-resistant E. faecium A2280,Enterococcus faecium,Vancomycin resistant  A2280,4,table 3 (caption),,,4,table 3,,,,,3,scheme 8a,,,3,scheme 8a,
jm800800c,COC(=S)NC[C@H]1CN(c2ccc(-c3ccc(C4(C#N)[C@@H]5CNC[C@@H]54)nc3)c(F)c2)C(=O)O1,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,63,MIC,'=',"0,5",μg/mL,H. influenzae IID983,Haemophilus influenzae,IID983,4,table 3 (caption),,,4,table 3,,,,,3,scheme 8a,,,3,scheme 8a,
jm800800c,N#CC1(c2ccc(-c3ccc(N4C[C@H](CNc5ccon5)OC4=O)cc3F)cn2)[C@@H]2CNC[C@@H]21,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,64,MIC,'=',"0,125",μg/mL,methicillin-sensitive S. aureus Smith,Staphylococcus aureus,Methicillin sensitive  Smith,4,table 3 (caption),,,4,table 3,,,,,3,scheme 8a,,,3,scheme 8a,
jm800800c,N#CC1(c2ccc(-c3ccc(N4C[C@H](CNc5ccon5)OC4=O)cc3F)cn2)[C@@H]2CNC[C@@H]21,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,64,MIC,'=',"0,125",μg/mL,methicillin-resistant S. aureus TK7,Staphylococcus aureus,methicillin-resistant  TK7,4,table 3 (caption),,,4,table 3,,,,,3,scheme 8a,,,3,scheme 8a,
jm800800c,N#CC1(c2ccc(-c3ccc(N4C[C@H](CNc5ccon5)OC4=O)cc3F)cn2)[C@@H]2CNC[C@@H]21,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,64,MIC,'=',"0,25",μg/mL,penicillin-susceptible S. pneumoniae IID553,Staphylococcus aureus,Penicillin susceptible  IID553,4,table 3 (caption),,,4,table 3,,,,,3,scheme 8a,,,3,scheme 8a,
jm800800c,N#CC1(c2ccc(-c3ccc(N4C[C@H](CNc5ccon5)OC4=O)cc3F)cn2)[C@@H]2CNC[C@@H]21,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,64,MIC,'=',"0,25",μg/mL,penicillin-resistant S. pneumoniae PR44,Streptococcus pneumoniae,Penicillin resistant  PR44,4,table 3 (caption),,,4,table 3,,,,,3,scheme 8a,,,3,scheme 8a,
jm800800c,N#CC1(c2ccc(-c3ccc(N4C[C@H](CNc5ccon5)OC4=O)cc3F)cn2)[C@@H]2CNC[C@@H]21,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,64,MIC,'=',"0,5",μg/mL,vancomycin-resistant E. faecium A2280,Enterococcus faecium,Vancomycin resistant  A2280,4,table 3 (caption),,,4,table 3,,,,,3,scheme 8a,,,3,scheme 8a,
jm800800c,N#CC1(c2ccc(-c3ccc(N4C[C@H](CNc5ccon5)OC4=O)cc3F)cn2)[C@@H]2CNC[C@@H]21,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,64,MIC,>,16,μg/mL,H. influenzae IID983,Haemophilus influenzae,IID983,4,table 3 (caption),,,4,table 3,,,,,3,scheme 8a,,,3,scheme 8a,
jm800800c,N#CC1(c2ccc(-c3ccc(N4C[C@H](COc5ccon5)OC4=O)cc3F)cn2)[C@@H]2CNC[C@@H]21,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,65,MIC,'=',"0,06",μg/mL,methicillin-sensitive S. aureus Smith,Staphylococcus aureus,Methicillin sensitive  Smith,4,table 3 (caption),,,4,table 3,,,,,3,scheme 8a,,,3,scheme 8a,
jm800800c,N#CC1(c2ccc(-c3ccc(N4C[C@H](COc5ccon5)OC4=O)cc3F)cn2)[C@@H]2CNC[C@@H]21,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,65,MIC,'=',"0,06",μg/mL,methicillin-resistant S. aureus TK7,Staphylococcus aureus,methicillin-resistant  TK7,4,table 3 (caption),,,4,table 3,,,,,3,scheme 8a,,,3,scheme 8a,
jm800800c,N#CC1(c2ccc(-c3ccc(N4C[C@H](COc5ccon5)OC4=O)cc3F)cn2)[C@@H]2CNC[C@@H]21,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,65,MIC,'=',"0,125",μg/mL,penicillin-susceptible S. pneumoniae IID553,Staphylococcus aureus,Penicillin susceptible  IID553,4,table 3 (caption),,,4,table 3,,,,,3,scheme 8a,,,3,scheme 8a,
jm800800c,N#CC1(c2ccc(-c3ccc(N4C[C@H](COc5ccon5)OC4=O)cc3F)cn2)[C@@H]2CNC[C@@H]21,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,65,MIC,'=',"0,06",μg/mL,penicillin-resistant S. pneumoniae PR44,Streptococcus pneumoniae,Penicillin resistant  PR44,4,table 3 (caption),,,4,table 3,,,,,3,scheme 8a,,,3,scheme 8a,
jm800800c,N#CC1(c2ccc(-c3ccc(N4C[C@H](COc5ccon5)OC4=O)cc3F)cn2)[C@@H]2CNC[C@@H]21,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,65,MIC,'=',"0,125",μg/mL,vancomycin-resistant E. faecium A2280,Enterococcus faecium,Vancomycin resistant  A2280,4,table 3 (caption),,,4,table 3,,,,,3,scheme 8a,,,3,scheme 8a,
jm800800c,N#CC1(c2ccc(-c3ccc(N4C[C@H](COc5ccon5)OC4=O)cc3F)cn2)[C@@H]2CNC[C@@H]21,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,65,MIC,'=',4,μg/mL,H. influenzae IID983,Haemophilus influenzae,IID983,4,table 3 (caption),,,4,table 3,,,,,3,scheme 8a,,,3,scheme 8a,
jm800800c,N#CC1(c2ccc(-c3ccc(N4C[C@H](Cn5ccnn5)OC4=O)cc3F)cn2)[C@@H]2CN(C(=O)CO)C[C@@H]21,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,66,MIC,'=',"0,06",μg/mL,methicillin-sensitive S. aureus Smith,Staphylococcus aureus,Methicillin sensitive  Smith,4,table 4 (caption),,,4,table 4,,,,,3,scheme 9a,,,3,scheme 9a,
jm800800c,N#CC1(c2ccc(-c3ccc(N4C[C@H](Cn5ccnn5)OC4=O)cc3F)cn2)[C@@H]2CN(C(=O)CO)C[C@@H]21,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,66,MIC,'=',"0,06",μg/mL,methicillin-resistant S. aureus TK7,Staphylococcus aureus,methicillin-resistant  TK7,4,table 4 (caption),,,4,table 4,,,,,3,scheme 9a,,,3,scheme 9a,
jm800800c,N#CC1(c2ccc(-c3ccc(N4C[C@H](Cn5ccnn5)OC4=O)cc3F)cn2)[C@@H]2CN(C(=O)CO)C[C@@H]21,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,66,MIC,'=',"0,06",μg/mL,penicillin-susceptible S. pneumoniae IID553,Staphylococcus aureus,Penicillin susceptible  IID553,4,table 4 (caption),,,4,table 4,,,,,3,scheme 9a,,,3,scheme 9a,
jm800800c,N#CC1(c2ccc(-c3ccc(N4C[C@H](Cn5ccnn5)OC4=O)cc3F)cn2)[C@@H]2CN(C(=O)CO)C[C@@H]21,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,66,MIC,'=',"0,06",μg/mL,penicillin-resistant S. pneumoniae PR44,Streptococcus pneumoniae,Penicillin resistant  PR44,4,table 4 (caption),,,4,table 4,,,,,3,scheme 9a,,,3,scheme 9a,
jm800800c,N#CC1(c2ccc(-c3ccc(N4C[C@H](Cn5ccnn5)OC4=O)cc3F)cn2)[C@@H]2CN(C(=O)CO)C[C@@H]21,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,66,MIC,'=',"0,125",μg/mL,vancomycin-resistant E. faecium A2280,Enterococcus faecium,Vancomycin resistant  A2280,4,table 4 (caption),,,4,table 4,,,,,3,scheme 9a,,,3,scheme 9a,
jm800800c,N#CC1(c2ccc(-c3ccc(N4C[C@H](Cn5ccnn5)OC4=O)cc3F)cn2)[C@@H]2CN(C(=O)CO)C[C@@H]21,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,66,MIC,'=',4,μg/mL,H. influenzae IID983,Haemophilus influenzae,IID983,4,table 4 (caption),,,4,table 4,,,,,3,scheme 9a,,,3,scheme 9a,
jm800800c,N#CN1C[C@@H]2[C@H](C1)C2(C#N)c1ccc(-c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)cn1,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,67,MIC,'=',"0,06",μg/mL,methicillin-sensitive S. aureus Smith,Staphylococcus aureus,Methicillin sensitive  Smith,4,table 4 (caption),,,4,table 4,,,,,3,scheme 9a,,,3,scheme 9a,
jm800800c,N#CN1C[C@@H]2[C@H](C1)C2(C#N)c1ccc(-c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)cn1,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,67,MIC,'=',"0,06",μg/mL,methicillin-resistant S. aureus TK7,Staphylococcus aureus,methicillin-resistant  TK7,4,table 4 (caption),,,4,table 4,,,,,3,scheme 9a,,,3,scheme 9a,
jm800800c,N#CN1C[C@@H]2[C@H](C1)C2(C#N)c1ccc(-c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)cn1,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,67,MIC,'=',"0,06",μg/mL,penicillin-susceptible S. pneumoniae IID553,Staphylococcus aureus,Penicillin susceptible  IID553,4,table 4 (caption),,,4,table 4,,,,,3,scheme 9a,,,3,scheme 9a,
jm800800c,N#CN1C[C@@H]2[C@H](C1)C2(C#N)c1ccc(-c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)cn1,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,67,MIC,'=',"0,06",μg/mL,penicillin-resistant S. pneumoniae PR44,Streptococcus pneumoniae,Penicillin resistant  PR44,4,table 4 (caption),,,4,table 4,,,,,3,scheme 9a,,,3,scheme 9a,
jm800800c,N#CN1C[C@@H]2[C@H](C1)C2(C#N)c1ccc(-c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)cn1,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,67,MIC,'=',"0,06",μg/mL,vancomycin-resistant E. faecium A2280,Enterococcus faecium,Vancomycin resistant  A2280,4,table 4 (caption),,,4,table 4,,,,,3,scheme 9a,,,3,scheme 9a,
jm800800c,N#CN1C[C@@H]2[C@H](C1)C2(C#N)c1ccc(-c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)cn1,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,67,MIC,'=',2,μg/mL,H. influenzae IID983,Haemophilus influenzae,IID983,4,table 4 (caption),,,4,table 4,,,,,3,scheme 9a,,,3,scheme 9a,
jm800800c,CN1C[C@@H]2[C@H](C1)C2(C#N)c1ccc(-c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)cn1,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,68,MIC,'=',"0,06",μg/mL,methicillin-sensitive S. aureus Smith,Staphylococcus aureus,Methicillin sensitive  Smith,4,table 4 (caption),,,4,table 4,,,,,3,scheme 9a,,,3,scheme 9a,
jm800800c,CN1C[C@@H]2[C@H](C1)C2(C#N)c1ccc(-c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)cn1,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,68,MIC,'=',"0,06",μg/mL,methicillin-resistant S. aureus TK7,Staphylococcus aureus,methicillin-resistant  TK7,4,table 4 (caption),,,4,table 4,,,,,3,scheme 9a,,,3,scheme 9a,
jm800800c,CN1C[C@@H]2[C@H](C1)C2(C#N)c1ccc(-c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)cn1,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,68,MIC,'=',"0,06",μg/mL,penicillin-susceptible S. pneumoniae IID553,Staphylococcus aureus,Penicillin susceptible  IID553,4,table 4 (caption),,,4,table 4,,,,,3,scheme 9a,,,3,scheme 9a,
jm800800c,CN1C[C@@H]2[C@H](C1)C2(C#N)c1ccc(-c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)cn1,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,68,MIC,'=',"0,06",μg/mL,penicillin-resistant S. pneumoniae PR44,Streptococcus pneumoniae,Penicillin resistant  PR44,4,table 4 (caption),,,4,table 4,,,,,3,scheme 9a,,,3,scheme 9a,
jm800800c,CN1C[C@@H]2[C@H](C1)C2(C#N)c1ccc(-c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)cn1,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,68,MIC,'=',"0,25",μg/mL,vancomycin-resistant E. faecium A2280,Enterococcus faecium,Vancomycin resistant  A2280,4,table 4 (caption),,,4,table 4,,,,,3,scheme 9a,,,3,scheme 9a,
jm800800c,CN1C[C@@H]2[C@H](C1)C2(C#N)c1ccc(-c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)cn1,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,68,MIC,'=',4,μg/mL,H. influenzae IID983,Haemophilus influenzae,IID983,4,table 4 (caption),,,4,table 4,,,,,3,scheme 9a,,,3,scheme 9a,
jm800800c,N#Cc1ccc(N2C[C@@H]3[C@H](C2)C3(C#N)c2ccc(-c3ccc(N4C[C@H](Cn5ccnn5)OC4=O)cc3F)cn2)nc1,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,69,MIC,'=',"0,06",μg/mL,methicillin-sensitive S. aureus Smith,Staphylococcus aureus,Methicillin sensitive  Smith,4,table 4 (caption),,,4,table 4,,,,,3,scheme 9a,,,3,scheme 9a,
jm800800c,N#Cc1ccc(N2C[C@@H]3[C@H](C2)C3(C#N)c2ccc(-c3ccc(N4C[C@H](Cn5ccnn5)OC4=O)cc3F)cn2)nc1,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,69,MIC,'=',"0,06",μg/mL,methicillin-resistant S. aureus TK7,Staphylococcus aureus,methicillin-resistant  TK7,4,table 4 (caption),,,4,table 4,,,,,3,scheme 9a,,,3,scheme 9a,
jm800800c,N#Cc1ccc(N2C[C@@H]3[C@H](C2)C3(C#N)c2ccc(-c3ccc(N4C[C@H](Cn5ccnn5)OC4=O)cc3F)cn2)nc1,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,69,MIC,'=',"0,125",μg/mL,penicillin-susceptible S. pneumoniae IID553,Staphylococcus aureus,Penicillin susceptible  IID553,4,table 4 (caption),,,4,table 4,,,,,3,scheme 9a,,,3,scheme 9a,
jm800800c,N#Cc1ccc(N2C[C@@H]3[C@H](C2)C3(C#N)c2ccc(-c3ccc(N4C[C@H](Cn5ccnn5)OC4=O)cc3F)cn2)nc1,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,69,MIC,'=',"0,06",μg/mL,penicillin-resistant S. pneumoniae PR44,Streptococcus pneumoniae,Penicillin resistant  PR44,4,table 4 (caption),,,4,table 4,,,,,3,scheme 9a,,,3,scheme 9a,
jm800800c,N#Cc1ccc(N2C[C@@H]3[C@H](C2)C3(C#N)c2ccc(-c3ccc(N4C[C@H](Cn5ccnn5)OC4=O)cc3F)cn2)nc1,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,69,MIC,'=',"0,125",μg/mL,vancomycin-resistant E. faecium A2280,Enterococcus faecium,Vancomycin resistant  A2280,4,table 4 (caption),,,4,table 4,,,,,3,scheme 9a,,,3,scheme 9a,
jm800800c,N#Cc1ccc(N2C[C@@H]3[C@H](C2)C3(C#N)c2ccc(-c3ccc(N4C[C@H](Cn5ccnn5)OC4=O)cc3F)cn2)nc1,10.1021/jm800800c,Synthesis and Structure−Activity Relationship Studies of Highly Potent Novel Oxazolidinone Antibacterials,American Chemical Society (ACS),2008,0,69,MIC,>,2,μg/mL,H. influenzae IID983,Haemophilus influenzae,IID983,4,table 4 (caption),,,4,table 4,,,,,3,scheme 9a,,,3,scheme 9a,
j.bmcl.2003.07.028,CC(=O)NC[C@H]1CN(c2ccc(N3CCN(c4nc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)CC3)c(F)c2)C(=O)O1,10.1016/j.bmcl.2003.07.028,Structure–activity relationship in the oxazolidinone–quinolone hybrid series: influence of the central spacer on the antibacterial activity and the mode of action,Elsevier BV,2003,0,3a,MIC,'=',"0,25",μg/mL,S. aureus ATCC 29213 (CIP and LZD susceptible),Staphylococcus aureus,ATCC 29213,2,table 1 (caption),,,2,table 1,,,,,2,table 1,,,2,table 1,
j.bmcl.2003.07.028,CC(=O)NC[C@H]1CN(c2ccc(N[C@@H]3CCN(c4nc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)C3)c(F)c2)C(=O)O1,10.1016/j.bmcl.2003.07.028,Structure–activity relationship in the oxazolidinone–quinolone hybrid series: influence of the central spacer on the antibacterial activity and the mode of action,Elsevier BV,2003,0,3b,MIC,<=,"0,06",μg/mL,S. aureus ATCC 29213 (CIP and LZD susceptible),Staphylococcus aureus,ATCC 29213,2,table 1 (caption),,,2,table 1,,,,,2,table 1,,,2,table 1,
j.bmcl.2003.07.028,CC(=O)NC[C@H]1CN(c2ccc(OC3CN(c4nc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)C3)c(F)c2)C(=O)O1,10.1016/j.bmcl.2003.07.028,Structure–activity relationship in the oxazolidinone–quinolone hybrid series: influence of the central spacer on the antibacterial activity and the mode of action,Elsevier BV,2003,0,3c,MIC,'=',"0,25",μg/mL,S. aureus ATCC 29213 (CIP and LZD susceptible),Staphylococcus aureus,ATCC 29213,2,table 1 (caption),,,2,table 1,,,,,2,table 1,,,2,table 1,
j.bmcl.2003.07.028,CC(=O)NC[C@H]1CN(c2ccc(O[C@@H]3CCN(c4nc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)C3)c(F)c2)C(=O)O1,10.1016/j.bmcl.2003.07.028,Structure–activity relationship in the oxazolidinone–quinolone hybrid series: influence of the central spacer on the antibacterial activity and the mode of action,Elsevier BV,2003,0,3d,MIC,'=',1,μg/mL,S. aureus ATCC 29213 (CIP and LZD susceptible),Staphylococcus aureus,ATCC 29213,2,table 1 (caption),,,2,table 1,,,,,2,table 1,,,2,table 1,
j.bmcl.2003.07.028,CC(=O)NC[C@H]1CN(c2ccc(O[C@H]3CCN(c4nc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)C3)c(F)c2)C(=O)O1,10.1016/j.bmcl.2003.07.028,Structure–activity relationship in the oxazolidinone–quinolone hybrid series: influence of the central spacer on the antibacterial activity and the mode of action,Elsevier BV,2003,0,3e,MIC,<=,"0,06",μg/mL,S. aureus ATCC 29213 (CIP and LZD susceptible),Staphylococcus aureus,ATCC 29213,2,table 1 (caption),,,2,table 1,,,,,2,table 1,,,2,table 1,
j.bmcl.2003.07.028,CC(=O)NC[C@H]1CN(c2ccc(OC3CCN(c4nc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)CC3)c(F)c2)C(=O)O1,10.1016/j.bmcl.2003.07.028,Structure–activity relationship in the oxazolidinone–quinolone hybrid series: influence of the central spacer on the antibacterial activity and the mode of action,Elsevier BV,2003,0,3f,MIC,'=',"0,25",μg/mL,S. aureus ATCC 29213 (CIP and LZD susceptible),Staphylococcus aureus,ATCC 29213,2,table 1 (caption),,,2,table 1,,,,,2,table 1,,,2,table 1,
j.bmcl.2003.07.028,CC(=O)NC[C@H]1CN(c2ccc(OC3CCCN(c4nc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)C3)c(F)c2)C(=O)O1,10.1016/j.bmcl.2003.07.028,Structure–activity relationship in the oxazolidinone–quinolone hybrid series: influence of the central spacer on the antibacterial activity and the mode of action,Elsevier BV,2003,0,3g,MIC,'=',32,μg/mL,S. aureus ATCC 29213 (CIP and LZD susceptible),Staphylococcus aureus,ATCC 29213,2,table 1 (caption),,,2,table 1,,,,,2,table 1,,,2,table 1,
j.bmcl.2003.07.028,CC(=O)NC[C@H]1CN(c2ccc(OC3CCCN(c4nc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)CC3)c(F)c2)C(=O)O1,10.1016/j.bmcl.2003.07.028,Structure–activity relationship in the oxazolidinone–quinolone hybrid series: influence of the central spacer on the antibacterial activity and the mode of action,Elsevier BV,2003,0,3h,MIC,'=',"0,5",μg/mL,S. aureus ATCC 29213 (CIP and LZD susceptible),Staphylococcus aureus,ATCC 29213,2,table 1 (caption),,,2,table 1,,,,,2,table 1,,,2,table 1,
